ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-10.0546,-0.2536,1.9789,-9.683,-0.1041,1.549,0.0418,-0.2873,-0.0944,2.0E-4,-0.0034,0.0033,384.0,33.1,-5.51,-3.83,191.26,0.58,80.91,3.1,1001.36,65.19,35.783154,-78.687164,294.69,NaN,,37.55,14.680644,180.1,12 / 17,653012,2018-03-09 17:41:58:396
-10.2197,-0.4714,1.7515,-9.6787,-0.1074,1.5753,0.1358,-0.1524,0.0315,0.0077,0.0151,1.0E-4,376.0,31.76,-4.28,-5.73,170.33,0.64,80.69,3.1,1001.36,63.14,35.783043,-78.68718,297.05,NaN,,42.34,14.680644,181.7,12 / 17,653512,2018-03-09 17:41:58:896
-9.9302,0.0048,2.4359,-9.6626,-0.0178,1.6747,0.2756,0.0074,0.4471,0.0193,-0.013,0.0137,286.0,32.23,-2.97,-6.25,170.17,0.18,80.33,3.1,1001.3,63.43,35.783043,-78.68718,297.05,NaN,,42.34,14.680644,181.7,12 / 17,654011,2018-03-09 17:41:59:395
-9.7077,-0.0048,2.546,-9.6303,-0.052,1.8508,0.3995,-0.1063,0.526,0.0022,-0.0108,-0.0125,368.0,31.3,-1.4,-6.89,134.78,0.2,79.29,3.1,1001.26,63.561,35.78293,-78.687164,304.27,NaN,,46.84,19.574192,180.0,12 / 17,654512,2018-03-09 17:41:59:896
-10.0427,-0.2034,2.1057,-9.6239,-0.0626,1.8831,-0.3883,-0.4709,0.278,0.0132,0.0322,0.0206,323.0,34.43,-3.27,-3.42,228.53,0.49,78.7,3.1,1001.28,63.003,35.78293,-78.687164,304.27,NaN,,46.84,19.574192,180.0,12 / 17,655012,2018-03-09 17:42:00:396
-9.5761,-0.2082,1.9813,-9.5894,-0.0742,2.0513,0.3709,-0.0381,-0.0404,0.0035,-0.0079,-0.0011,292.0,34.96,-2.07,-3.62,236.37,0.38,78.01,3.1,1001.23,63.191,35.7828,-78.687164,305.71,NaN,,49.1,19.574192,180.9,14 / 17,655512,2018-03-09 17:42:00:896
-9.5856,-0.1531,2.345,-9.5501,-0.1782,2.2211,0.0652,-0.1738,0.4762,-0.0102,-0.0332,-0.0478,299.0,33.85,-5.38,-3.94,179.11,0.58,77.45,3.1,1001.2,62.072,35.7828,-78.687164,305.71,NaN,,49.1,19.574192,180.9,14 / 17,656011,2018-03-09 17:42:01:395
-8.9013,0.1651,3.216,-9.5006,-0.1776,2.4245,0.5607,0.2407,0.8121,0.0049,-0.0189,0.0015,274.0,29.83,-2.9,-9.7,145.51,0.96,75.96,3.1,1001.21,66.449,35.782673,-78.687164,308.08,NaN,,51.19,19.574192,180.9,14 / 17,656511,2018-03-09 17:42:01:895
-8.93,-0.3278,3.3906,-9.4615,-0.1273,2.5757,0.459,0.0581,0.7805,0.012,-0.0069,0.0143,248.0,34.53,-1.97,-6.65,219.37,1.05,75.19,3.1,1001.22,64.216,35.782673,-78.687164,308.08,NaN,,51.19,19.574192,180.9,14 / 17,657012,2018-03-09 17:42:02:396
-10.014,-0.3374,3.1442,-9.4141,-0.1471,2.7428,0.3337,-0.184,-0.1713,0.0028,-0.0038,1.0E-4,256.0,30.63,-2.63,-8.92,180.5,0.86,73.76,3.1,1001.21,60.956,35.78254,-78.687164,307.14,NaN,,52.34,19.574192,181.0,14 / 17,657513,2018-03-09 17:42:02:897
-9.1956,-0.0311,2.5029,-9.4103,-0.1617,2.755,0.2201,0.0192,-0.0552,-0.0069,-0.0232,-0.0136,271.0,35.77,-4.89,-5.54,216.43,0.99,74.0,3.1,1001.19,63.641,35.78254,-78.687164,307.14,NaN,,52.34,19.574192,181.0,14 / 17,658011,2018-03-09 17:42:03:395
-9.3344,0.2752,2.6656,-9.3974,-0.0947,2.8018,-0.0648,-0.1737,-0.016,0.0041,-0.0269,0.0253,237.0,35.11,-2.65,-5.84,231.83,0.55,73.4,3.1,1001.19,62.366,35.78241,-78.687164,308.3,NaN,,52.78,19.574192,181.1,14 / 17,658513,2018-03-09 17:42:03:897
-9.2818,-0.0718,3.204,-9.346,-0.1557,2.9663,0.0722,0.0086,0.3824,-0.0094,-0.0187,-0.0199,245.0,33.89,-5.58,-8.07,157.39,0.73,72.74,3.1,1001.23,60.268,35.78241,-78.687164,308.3,NaN,,52.78,19.574192,181.1,14 / 17,659013,2018-03-09 17:42:04:397
-9.545,-0.4259,3.7232,-9.2937,-0.2289,3.1217,-0.0342,-0.137,0.2928,-0.0016,-0.0191,0.0011,292.0,30.05,-4.27,-10.3,179.49,1.29,71.64,3.1,1001.25,58.769,35.78228,-78.687164,307.66,NaN,,53.35,19.574192,179.1,14 / 17,659512,2018-03-09 17:42:04:896
-9.0257,0.0048,2.9839,-9.2551,-0.2252,3.2346,0.2965,0.0322,-0.1378,0.0024,-0.0189,0.0133,174.0,30.92,-4.42,-11.25,233.08,1.4,71.01,3.1,1001.28,61.232,35.78228,-78.687164,307.66,NaN,,53.35,19.574192,179.1,14 / 17,660012,2018-03-09 17:42:05:396
-9.5522,-0.5049,3.5797,-9.225,-0.2284,3.3194,-0.1024,-0.2959,-0.0764,0.0136,-0.0041,0.0013,198.0,31.84,-1.86,-11.95,170.72,1.33,70.21,3.1,1001.33,63.336,35.782135,-78.687164,306.36,NaN,,55.94,14.680644,179.7,14 / 17,660512,2018-03-09 17:42:05:896
-9.0927,0.0742,3.6443,-9.2096,-0.2348,3.3614,0.2886,-0.0199,-0.0902,0.0059,-0.045,-0.0083,196.0,35.75,-4.06,-7.13,229.26,1.34,70.18,3.1,1001.37,61.224,35.782135,-78.687164,306.36,NaN,,55.94,14.680644,179.7,14 / 17,661012,2018-03-09 17:42:06:396
-9.7149,-0.658,3.5892,-9.156,-0.2833,3.501,-0.1368,-0.1116,0.1536,0.0083,-0.0415,-0.0072,183.0,35.0,-2.45,-8.42,238.96,1.66,69.07,3.1,1001.43,60.595,35.781994,-78.68716,305.36,NaN,,57.64,14.680644,179.6,13 / 17,661512,2018-03-09 17:42:06:896
-9.935,-0.0263,3.996,-9.1641,-0.236,3.4834,-0.3714,0.159,0.2831,-0.013,0.0059,-0.0331,170.0,30.4,-4.66,-14.22,157.36,1.37,69.16,3.1,1001.52,62.354,35.781994,-78.68716,305.36,NaN,,57.64,14.680644,179.6,13 / 17,662012,2018-03-09 17:42:07:396
-9.7364,-0.7418,3.8644,-9.1718,-0.3539,3.4531,0.4316,-0.0049,-0.3595,-0.0031,0.009,-0.007,172.0,30.8,-3.39,-12.57,154.6,2.0,69.18,3.1,1001.58,61.863,35.78184,-78.68715,304.56,NaN,,58.97,14.680644,179.0,13 / 17,662513,2018-03-09 17:42:07:897
-9.6933,-0.5145,3.5988,-9.1735,-0.3736,3.4464,-0.3739,-0.0971,0.1611,0.0034,0.02,0.0127,196.0,31.48,-3.77,-12.38,215.88,2.22,69.31,3.1,1001.67,59.881,35.78184,-78.68715,304.56,NaN,,58.97,14.680644,179.0,13 / 17,663011,2018-03-09 17:42:08:395
-9.6383,0.0168,3.5079,-9.2105,-0.2799,3.3554,-0.308,-0.1074,0.3847,0.0036,0.0267,0.0176,177.0,30.98,-1.84,-11.87,168.36,1.71,69.9,3.1,1001.71,59.717,35.781693,-78.68716,300.4,NaN,,59.9,14.680644,181.2,13 / 17,663512,2018-03-09 17:42:08:896
-9.9302,-0.6365,4.0989,-9.2382,-0.3789,3.2685,-0.222,-0.3216,0.3707,-0.0114,0.0263,-0.0113,204.0,35.62,-4.44,-6.81,227.33,1.73,70.33,3.1,1001.8,64.255,35.781693,-78.68716,300.4,NaN,,59.9,14.680644,181.2,13 / 17,664012,2018-03-09 17:42:09:396
-10.1527,-1.0983,3.8381,-9.2561,-0.448,3.2084,-0.2146,-0.3055,0.4881,-0.002,0.0324,0.0206,186.0,35.4,-0.4,-6.99,251.87,2.62,70.73,3.1,1001.84,62.974,35.781544,-78.687164,299.43,NaN,,60.59,14.680644,181.6,13 / 17,664511,2018-03-09 17:42:09:895
-9.4397,-0.3063,3.7543,-9.2681,-0.362,3.1847,0.3655,-0.11,0.2811,0.0,0.0051,0.0255,196.0,31.42,-4.55,-10.24,185.07,2.4,71.13,3.1,1001.88,62.345,35.781544,-78.687164,299.43,NaN,,60.59,14.680644,181.6,13 / 17,665012,2018-03-09 17:42:10:396
-10.2891,0.1555,4.1157,-9.2776,-0.4,3.1523,-0.4068,-0.0991,0.5595,-0.0128,0.044,-0.0227,207.0,33.07,-5.55,-8.25,202.42,2.34,71.23,3.1,1001.92,62.635,35.78139,-78.687164,297.88,NaN,,60.48,14.680644,180.7,13 / 17,665511,2018-03-09 17:42:10:895
-11.2917,-0.8255,4.4291,-9.3034,-0.4789,3.0641,-1.1395,-0.1586,0.9792,0.0033,0.0654,-0.004,189.0,34.2,-2.59,-10.02,196.35,2.76,71.38,3.1,1001.95,61.657,35.78139,-78.687164,297.88,NaN,,60.48,14.680644,180.7,13 / 17,666011,2018-03-09 17:42:11:395
-10.3394,-0.591,3.8955,-9.3385,-0.3796,2.9695,-0.3247,-0.1316,0.6892,0.0148,0.0356,0.0363,191.0,31.19,-1.73,-8.57,194.12,2.22,72.36,3.1,1001.95,60.377,35.781242,-78.687164,297.91,NaN,,60.48,14.680644,181.1,12 / 17,666512,2018-03-09 17:42:11:896
-10.002,-0.4594,3.8333,-9.3446,-0.3603,2.9529,0.1017,-0.0693,0.5561,0.0012,0.0334,-0.0048,178.0,35.21,-1.69,-3.92,244.78,1.92,72.51,3.1,1001.95,59.795,35.781242,-78.687164,297.91,NaN,,60.48,14.680644,181.1,12 / 17,667011,2018-03-09 17:42:12:395
-9.734,-0.3589,3.3045,-9.3524,-0.3826,2.9251,0.7115,-0.3429,0.0472,-0.0057,0.0029,0.0017,172.0,34.12,-2.15,-3.09,245.64,2.24,72.63,3.1,1001.94,60.265,35.781094,-78.68715,301.55,NaN,,58.79,14.680644,179.5,12 / 17,667511,2018-03-09 17:42:12:895
-9.923,-0.0191,2.1942,-9.4172,-0.3486,2.7139,-0.2388,-0.1188,-0.4149,-0.0051,0.0269,0.0029,169.0,31.95,-6.24,-5.15,211.7,2.11,73.25,3.1,1001.9,62.78,35.781094,-78.68715,301.55,NaN,,58.79,14.680644,179.5,12 / 17,668012,2018-03-09 17:42:13:396
-9.8871,-0.0431,2.5819,-9.4528,-0.3378,2.5888,-0.3085,-0.0206,-0.1214,-0.0045,-0.001,-0.0115,189.0,33.37,-4.03,-3.94,223.44,1.97,74.68,3.1,1001.83,64.324,35.78095,-78.68714,299.53,NaN,,57.78,19.574192,179.6,11 / 17,668512,2018-03-09 17:42:13:896
-10.4495,-0.5264,2.8714,-9.4907,-0.3127,2.4492,-0.1774,-0.0604,-0.0039,0.0024,0.0167,0.0139,171.0,32.59,-1.35,-4.37,244.39,2.06,75.22,3.1,1001.79,63.009,35.78095,-78.68714,299.53,NaN,,57.78,19.574192,179.6,11 / 17,669011,2018-03-09 17:42:14:395
-9.6168,-0.3254,2.2804,-9.4868,-0.2645,2.4699,0.3722,-0.0557,-0.2016,0.0085,-0.0277,0.0302,166.0,31.22,-1.77,-4.51,224.45,1.73,75.56,3.1,1001.71,62.959,35.7808,-78.68715,298.07,NaN,,60.05,19.574192,182.8,13 / 17,669512,2018-03-09 17:42:14:896
-9.1956,0.1268,2.1918,-9.4735,-0.1883,2.5275,0.368,0.1285,-0.2108,0.0069,-0.0232,-0.0054,167.0,34.89,-4.49,-1.1,239.59,1.17,75.15,3.1,1001.65,61.952,35.7808,-78.68715,298.07,NaN,,60.05,19.574192,182.8,13 / 17,670012,2018-03-09 17:42:15:396
-9.2818,-0.0861,2.3186,-9.4532,-0.1966,2.6018,0.2301,0.0981,-0.1892,0.0028,-0.0099,-0.0166,177.0,34.19,-2.41,-2.76,246.6,1.09,74.67,3.1,1001.61,61.391,35.78065,-78.68715,299.69,NaN,,59.08,19.574192,181.4,13 / 17,670511,2018-03-09 17:42:15:895
-10.081,-0.1866,2.9193,-9.4381,-0.2209,2.6541,0.094,0.0565,-0.0749,6.0E-4,-0.0045,7.0E-4,158.0,32.84,-5.1,-3.41,196.02,1.28,74.32,3.1,1001.56,60.57,35.78065,-78.68715,299.69,NaN,,59.08,19.574192,181.4,13 / 17,671012,2018-03-09 17:42:16:396
-9.21,-0.7178,2.2684,-9.4399,-0.1901,2.6502,0.3003,-0.3102,-0.228,0.0204,0.0293,0.0703,179.0,31.01,-3.93,-7.43,199.5,1.51,74.19,3.1,1001.52,65.965,35.7805,-78.68713,308.97,NaN,,59.51,19.574192,181.6,13 / 17,671512,2018-03-09 17:42:16:896
-8.8917,0.6174,2.5196,-9.3861,0.0705,2.8402,0.4677,0.696,-0.1654,-0.0067,-0.022,-0.0146,190.0,33.72,-2.95,-5.68,230.93,0.27,73.51,3.1,1001.47,68.071,35.7805,-78.68713,308.97,NaN,,59.51,19.574192,181.6,13 / 17,672011,2018-03-09 17:42:17:395
-9.6383,0.1436,3.0844,-9.3445,-0.1586,2.9707,-0.4896,0.3272,0.2807,0.0098,0.0432,-0.0252,189.0,31.17,-2.43,-8.58,201.16,0.86,72.1,3.1,1001.45,62.136,35.780354,-78.68716,312.51,NaN,,60.23,19.574192,183.1,13 / 17,672513,2018-03-09 17:42:17:897
-10.2173,0.0957,3.7424,-9.3154,-0.1255,3.0622,-0.4279,-0.0792,0.4204,0.0191,0.0277,0.0304,217.0,35.5,-4.77,-4.57,228.62,1.03,71.94,3.1,1001.45,65.416,35.780354,-78.68716,312.51,NaN,,60.23,19.574192,183.1,13 / 17,673011,2018-03-09 17:42:18:395
-8.8176,-0.7513,3.4193,-9.2885,-0.2242,3.1374,0.3476,-0.3037,0.4017,-0.0171,4.0E-4,-0.0313,215.0,34.62,-3.04,-4.98,239.59,1.31,71.34,3.1,1001.43,66.075,35.780205,-78.68715,311.58,NaN,,60.05,19.574192,181.2,13 / 17,673512,2018-03-09 17:42:18:896
-8.9731,-0.146,3.7137,-9.2305,-0.2951,3.2987,0.5191,0.1815,0.3485,0.0055,-0.023,0.03,162.0,32.66,-4.55,-7.69,208.39,2.03,70.71,3.1,1001.45,56.764,35.780205,-78.68715,311.58,NaN,,60.05,19.574192,181.2,13 / 17,674012,2018-03-09 17:42:19:396
-9.8369,-0.0598,6.3266,-9.1307,-0.3132,3.564,-0.7887,-0.1564,1.7364,0.0085,0.0151,0.0184,172.0,31.87,-5.13,-6.66,218.3,1.77,69.35,3.1,1001.5,59.137,35.780056,-78.68716,311.82,NaN,,59.08,19.574192,181.3,13 / 17,674512,2018-03-09 17:42:19:896
-8.8295,-1.2873,5.0082,-9.0467,-0.4034,3.7637,0.2834,-0.9145,0.9579,-0.0358,-0.0407,0.0176,166.0,34.08,-4.09,-5.15,237.06,1.91,68.36,3.1,1001.53,61.409,35.780056,-78.68716,311.82,NaN,,59.08,19.574192,181.3,13 / 17,675012,2018-03-09 17:42:20:396
-8.5161,-1.3735,5.2881,-8.9664,-0.5994,3.9261,0.3016,-1.0216,1.3053,-0.0749,-0.0303,0.0204,161.0,35.13,-2.12,-4.45,249.09,3.19,66.76,3.1,1001.55,58.629,35.77991,-78.68716,310.33,NaN,,56.38,19.574192,180.3,13 / 17,675511,2018-03-09 17:42:20:895
-8.9563,-1.2347,5.4413,-8.7936,-0.7281,4.2794,0.2851,-0.3664,0.9886,-0.0432,-0.0043,0.0567,160.0,37.58,-6.49,-1.75,239.04,3.75,65.65,3.1,1001.62,60.323,35.77991,-78.68716,310.33,NaN,,56.38,19.574192,180.3,13 / 17,676011,2018-03-09 17:42:21:395
-8.5472,-0.2441,6.1232,-8.7127,-0.5562,4.4666,0.2737,0.4767,1.5668,-0.0035,-0.004,0.0308,151.0,38.28,-5.64,0.58,246.61,3.25,62.86,3.1,1001.65,61.571,35.77979,-78.68715,311.25,NaN,,51.23,19.574192,178.6,13 / 17,676512,2018-03-09 17:42:21:896
-9.1861,0.7178,6.3553,-8.5676,-0.2208,4.7663,0.3411,1.129,1.0866,0.0546,0.0012,0.0166,161.0,36.33,-10.77,-3.18,216.01,2.15,61.39,3.1,1001.7,62.404,35.77979,-78.68715,311.25,NaN,,51.23,19.574192,178.6,13 / 17,677012,2018-03-09 17:42:22:396
-8.4969,1.0576,6.0467,-8.5188,0.0328,4.8579,0.449,0.8255,0.5788,0.0662,0.0114,-0.025,169.0,31.54,-7.91,-7.15,230.35,0.11,60.39,3.1,1001.75,63.18,35.77968,-78.68714,308.97,NaN,,43.99,19.574192,175.5,13 / 17,677512,2018-03-09 17:42:22:896
-8.3964,0.7226,5.8648,-8.44,0.1772,4.9905,-0.0451,0.5291,0.6026,0.0552,0.0163,-0.0449,187.0,32.42,-8.76,-7.58,228.13,-1.04,59.4,3.1,1001.79,63.662,35.77968,-78.68714,308.97,NaN,,43.99,19.574192,175.5,13 / 17,678012,2018-03-09 17:42:23:396
-8.5304,-0.2441,6.0419,-8.3799,0.2027,5.0899,-0.0333,-0.1642,0.6944,0.0322,0.0035,-0.0193,193.0,36.43,-3.53,-3.8,257.72,-1.19,58.8,3.1,1001.82,62.036,35.77959,-78.68713,307.81,NaN,,35.5,19.574192,177.1,12 / 17,678512,2018-03-09 17:42:23:896
-8.9228,0.6437,6.0897,-8.363,0.225,5.1167,0.1544,-0.1882,0.5044,0.0352,4.0E-4,-0.0138,198.0,38.19,-6.44,-1.99,253.87,-1.32,58.62,3.1,1001.85,61.022,35.77959,-78.68713,307.81,NaN,,35.5,19.574192,177.1,12 / 17,679011,2018-03-09 17:42:24:395
-8.5208,0.2919,5.9653,-8.3072,0.2818,5.204,-0.0642,0.0391,0.5814,0.0493,-0.0071,0.018,206.0,37.45,-5.8,0.04,255.18,-1.49,58.05,3.1,1001.85,63.619,35.779533,-78.68716,305.32,NaN,,26.17,14.680644,181.7,13 / 17,679511,2018-03-09 17:42:24:895
-8.8965,0.1531,5.9533,-8.2838,0.2615,5.2422,-0.0728,-0.0924,0.4386,0.0214,0.0047,-0.0034,210.0,35.0,-7.61,-4.98,246.25,-1.51,57.77,3.1,1001.88,63.102,35.779533,-78.68716,305.32,NaN,,26.17,14.680644,181.7,13 / 17,680011,2018-03-09 17:42:25:395
-8.5352,-0.012,6.0132,-8.1619,0.1176,5.4351,0.1333,-0.1093,0.2258,0.011,-0.0034,-0.0079,212.0,31.53,-3.37,-8.75,255.93,-0.85,56.63,3.1,1001.9,61.428,35.77949,-78.687164,303.4,NaN,,17.5,14.680644,184.0,13 / 17,680513,2018-03-09 17:42:25:897
-8.7099,0.0144,6.0036,-8.1376,0.0725,5.4722,0.0049,-0.0425,0.0719,0.0039,-0.0012,-0.0066,213.0,31.83,-4.75,-8.24,246.96,-0.42,56.08,3.1,1001.91,61.423,35.77949,-78.687164,303.4,NaN,,17.5,14.680644,184.0,13 / 17,681012,2018-03-09 17:42:26:396
-8.8534,-0.0909,5.5537,-8.1915,0.0301,5.3916,-0.1394,-0.0648,-0.3118,0.0034,0.0076,-0.0034,215.0,35.69,-1.66,-4.83,263.07,-0.18,56.65,3.1,1001.92,61.858,35.77947,-78.687164,306.34,NaN,,8.96,14.680644,185.8,13 / 17,681512,2018-03-09 17:42:26:896
-8.8295,0.0359,3.8788,-8.379,0.0233,5.0953,-0.2265,0.0176,-1.7827,4.0E-4,6.0E-4,-0.0022,215.0,37.91,-2.58,-3.62,259.87,-0.14,58.7,3.1,1001.8,59.917,35.77947,-78.687164,306.34,NaN,,8.96,14.680644,185.8,13 / 17,682012,2018-03-09 17:42:27:396
-9.521,0.0335,3.4505,-8.4938,0.0265,4.9016,-0.6502,0.0072,-1.7225,-6.0E-4,0.0023,-3.0E-4,215.0,36.7,-5.87,-1.95,247.42,-0.16,59.68,3.1,1001.87,62.334,35.77947,-78.68718,307.45,NaN,,1.55,14.680644,186.0,13 / 17,682511,2018-03-09 17:42:27:895
-9.5856,0.0359,3.6586,-8.8492,0.0358,4.2261,-0.2688,0.0138,-0.843,-4.0E-4,0.0016,-5.0E-4,215.0,33.08,-5.88,-8.1,235.56,-0.18,61.7,3.1,1001.87,62.691,35.77947,-78.68718,307.45,NaN,,1.55,14.680644,186.0,13 / 17,683013,2018-03-09 17:42:28:397
-9.5234,0.0622,3.6754,-9.0512,0.045,3.7742,-0.1302,4.0E-4,-0.2895,2.0E-4,-0.0014,3.0E-4,215.0,32.3,-4.88,-8.33,225.48,-0.26,67.36,3.1,1001.89,63.563,35.779465,-78.687164,309.16,NaN,,0.0,14.680644,,13 / 17,683512,2018-03-09 17:42:28:896
-9.4349,0.0502,3.6275,-9.1322,0.0478,3.5737,-0.0399,0.0039,-0.0694,0.0,2.0E-4,1.0E-4,215.0,38.68,-3.11,-3.92,255.28,-0.28,68.27,3.1,1001.87,56.419,35.779465,-78.687164,309.16,NaN,,0.0,14.680644,,13 / 17,684011,2018-03-09 17:42:29:395
-9.4852,0.0335,3.5677,-9.1538,0.0487,3.5179,-0.0146,0.0078,-0.0292,0.0,-8.0E-4,-1.0E-4,215.0,37.34,-1.61,-3.51,259.19,-0.28,68.98,3.1,1001.88,60.742,35.779465,-78.687164,309.16,NaN,,0.0,14.680644,,13 / 17,684511,2018-03-09 17:42:29:895
-9.5019,0.0502,3.6562,-9.1633,0.0478,3.4932,-0.0091,-0.0104,-0.0217,6.0E-4,-4.0E-4,-5.0E-4,216.0,38.56,-2.78,-2.71,255.75,-0.28,69.13,3.1,1001.86,62.205,35.779465,-78.687164,309.16,NaN,,0.0,14.680644,,13 / 17,685012,2018-03-09 17:42:30:396
-9.4804,0.0407,3.5821,-9.1653,0.0491,3.4878,-0.0143,-0.0021,0.0214,4.0E-4,-8.0E-4,3.0E-4,215.0,36.12,-6.62,-3.59,233.0,-0.28,69.18,3.1,1001.88,62.127,35.779465,-78.687164,309.16,NaN,,0.0,14.680644,,13 / 17,685511,2018-03-09 17:42:30:895
-9.5258,0.055,3.6754,-9.1669,0.0485,3.4836,0.0042,0.0056,-0.0038,4.0E-4,2.0E-4,3.0E-4,215.0,34.38,-8.1,-8.15,210.44,-0.28,69.19,3.1,1001.87,60.978,35.779465,-78.687164,309.16,NaN,,0.0,14.680644,,13 / 17,686012,2018-03-09 17:42:31:396
-9.4373,0.0407,3.5677,-9.1678,0.049,3.4812,0.0203,0.0051,-0.0216,2.0E-4,-6.0E-4,1.0E-4,215.0,32.82,-3.59,-10.02,257.02,-0.28,69.2,3.1,1001.88,59.799,35.779465,-78.687164,309.16,NaN,,0.0,14.680644,,13 / 17,686511,2018-03-09 17:42:31:895
-9.4564,0.0526,3.5773,-9.1676,0.049,3.4818,-0.0058,0.0075,0.0096,2.0E-4,-8.0E-4,-3.0E-4,215.0,36.89,-2.34,-5.1,257.87,-0.29,69.2,3.1,1001.87,62.135,35.779465,-78.687164,309.16,NaN,,0.0,14.680644,,13 / 17,687012,2018-03-09 17:42:32:396
-9.5163,0.0407,3.6419,-9.1673,0.0484,3.4827,0.0111,-6.0E-4,0.0051,-2.0E-4,2.0E-4,0.0,215.0,37.87,-4.37,-1.22,253.07,-0.28,69.2,3.1,1001.88,62.894,35.779465,-78.68716,310.24,NaN,,0.0,14.680644,,12 / 17,687512,2018-03-09 17:42:32:896
-9.4493,0.0502,3.5868,-9.1685,0.0483,3.4795,0.0119,0.0106,-0.0065,-4.0E-4,-4.0E-4,-2.0E-4,215.0,37.93,-5.54,-2.17,243.38,-0.28,69.22,3.1,1001.87,61.342,35.779465,-78.68716,310.24,NaN,,0.0,14.680644,,12 / 17,688012,2018-03-09 17:42:33:396
-9.5067,0.0287,3.6658,-9.1686,0.0494,3.4791,0.0034,0.0,0.012,-2.0E-4,-4.0E-4,-4.0E-4,215.0,36.15,-5.83,-2.82,219.44,-0.29,69.23,3.1,1001.87,55.823,35.779465,-78.68716,310.24,NaN,,0.0,14.680644,,12 / 17,688512,2018-03-09 17:42:33:896
-9.4708,0.0502,3.5821,-9.1687,0.0482,3.4788,0.0136,0.0028,-0.0104,-2.0E-4,-8.0E-4,0.0,215.0,33.38,-5.74,-8.61,209.44,-0.28,69.22,3.1,1001.88,58.254,35.779465,-78.68716,310.24,NaN,,0.0,14.680644,,12 / 17,689011,2018-03-09 17:42:34:395
-9.4516,0.0215,3.5509,-9.1688,0.0484,3.4787,-0.0115,-0.003,0.0022,0.0,0.0,0.0,215.0,36.38,-1.46,-3.76,264.76,-0.28,69.23,3.1,1001.87,61.896,35.779465,-78.68715,312.18,NaN,,0.0,14.680644,,12 / 17,689512,2018-03-09 17:42:34:896
-9.4708,0.012,3.5342,-9.1691,0.0485,3.4779,0.0144,0.0017,-0.0331,-2.0E-4,-4.0E-4,-2.0E-4,215.0,37.73,-2.3,-3.92,259.45,-0.29,69.22,3.1,1001.87,60.665,35.779465,-78.68715,312.18,NaN,,0.0,14.680644,,12 / 17,690012,2018-03-09 17:42:35:396
-9.4708,0.0239,3.5438,-9.1684,0.049,3.4798,-0.0093,0.0036,0.014,-4.0E-4,-2.0E-4,-2.0E-4,215.0,38.6,-2.24,-1.42,246.79,-0.28,69.23,3.1,1001.88,63.247,35.779465,-78.68715,312.18,NaN,,0.0,14.680644,,12 / 17,690512,2018-03-09 17:42:35:896
-9.4301,0.0431,3.5533,-9.1687,0.0484,3.4789,0.0179,-0.0086,-0.0226,2.0E-4,-2.0E-4,0.0,215.0,37.06,-6.05,-2.56,240.57,-0.28,69.22,3.1,1001.89,63.806,35.779465,-78.68715,312.18,NaN,,0.0,14.680644,,12 / 17,691011,2018-03-09 17:42:36:395
-9.4612,0.0431,3.5462,-9.1683,0.0487,3.4799,-0.006,0.0103,0.013,4.0E-4,-2.0E-4,-2.0E-4,215.0,30.13,-3.63,-8.37,219.42,-0.28,69.22,3.1,1001.89,63.639,35.779465,-78.68715,312.18,NaN,,0.0,14.680644,,11 / 17,691511,2018-03-09 17:42:36:895
-9.4445,0.0407,3.5414,-9.1686,0.048,3.4792,0.019,-0.0074,-0.0025,4.0E-4,6.0E-4,0.0,214.0,33.21,-5.77,-8.63,209.43,-0.28,69.22,3.1,1001.87,61.348,35.779465,-78.68715,312.18,NaN,,0.0,14.680644,,11 / 17,692012,2018-03-09 17:42:37:396
-9.4708,0.0311,3.5462,-9.1691,0.0486,3.4778,0.0147,0.0031,-0.0078,-4.0E-4,-4.0E-4,-6.0E-4,215.0,37.54,-1.87,-1.94,261.11,-0.29,69.22,3.1,1001.87,61.729,35.779472,-78.68714,313.31,NaN,,0.0,14.680644,,11 / 17,692512,2018-03-09 17:42:37:896
-9.4947,0.0263,3.5701,-9.1689,0.0484,3.4783,-0.0058,0.0074,0.0093,0.0,2.0E-4,-2.0E-4,214.0,38.35,-2.98,-2.55,255.2,-0.28,69.22,3.1,1001.89,60.719,35.779472,-78.68714,313.31,NaN,,0.0,14.680644,,11 / 17,693012,2018-03-09 17:42:38:396
